input_text,target_text
translate question to dbpedia path: In which country was GM was firt aired which is also the mouth country of Upper Neretva?,dbr:Gümüş_(TV_series) >> dbp:firstAired >> [ANS] [SEP] dbr:Upper_Neretva >> dbo:mouthCountry >> [ANS]
translate question to dbpedia path: How many information appliance are manufactured by companies located in Taiwan?,COUNT >> [ANS] >> dbo:manufacturer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:InformationAppliance [SEP] [VAR1] >> dbp:locationCity >> dbr:Taiwan
translate question to dbpedia path: How many people are in the England national football team?,COUNT >> [ANS] >> dbp:nationalteam >> dbr:England_national_football_team
translate question to dbpedia path: With which musical artist is the producer of Spotlight associated ?,[VAR1] >> dbp:associatedActs >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:MusicalArtist [SEP] dbr:Spotlight_(Jennifer_Hudson_song) >> dbo:producer >> [VAR1]
translate question to dbpedia path: Where was the current champion of Egyptian Open born ?,[VAR1] >> dbo:birthPlace >> [ANS] [SEP] dbr:Egyptian_Open >> dbo:champion >> [VAR1]
translate question to dbpedia path: Is Tea the main ingredient of Lahpet?,ASK >> dbr:Lahpet >> dbp:mainIngredient >> dbr:Tea
translate question to dbpedia path: In what battles did president Park Chung-hee participate?,[ANS] >> dbo:commander >> dbr:Park_Chung-hee [SEP] [ANS] >> rdf:type >> dbo:MilitaryConflict
translate question to dbpedia path: who is the husband of Rosie Huntington Whiteley?,dbr:Rosie_Huntington-Whiteley >> dbo:partner >> [ANS]
translate question to dbpedia path: What is the river whose tributary is Zarqa River?,[ANS] >> dbo:leftTributary >> dbr:Zarqa_River [SEP] [ANS] >> rdf:type >> dbo:River
translate question to dbpedia path: Who holds stock in the railway lines ending in Washington DC?,"[VAR1] >> dbo:routeEnd >> dbr:Union_Station_(Washington,_D.C.) [SEP] [VAR1] >> dbp:owner >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:RailwayLine"
translate question to dbpedia path: Which religion does the leader of Church and Wellesley follow?,[VAR1] >> dbo:religion >> [ANS] [SEP] dbr:Church_and_Wellesley >> dbp:leaderName >> [VAR1]
translate question to dbpedia path: Who are the local authority of Buckhurst Hill County High School ?,dbr:Buckhurst_Hill_County_High_School >> dbo:localAuthority >> [ANS]
translate question to dbpedia path: Who made the singles on the famous album Aida?,[VAR1] >> dbo:album >> dbr:Elton_John_and_Tim_Rice's_Aida [SEP] [VAR1] >> dbo:musicalArtist >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Single
translate question to dbpedia path: List all the former broadcast network of WMDN ?,dbr:WMDN >> dbo:formerBroadcastNetwork >> [ANS]
translate question to dbpedia path: What company's founder is Jim Harris?,[ANS] >> dbp:founder >> dbr:Jim_Harris_(entrepreneur)
translate question to dbpedia path: Which religions are practiced in India?,[VAR1] >> dbo:hometown >> dbr:India [SEP] [VAR1] >> dbp:religion >> [ANS]
translate question to dbpedia path: Which current player of Chicago Bulls was drafted by Los Angeles Clippers ?,[ANS] >> dbp:draftTeam >> dbr:Los_Angeles_Clippers [SEP] [ANS] >> dbp:team >> dbr:Chicago_Bulls
translate question to dbpedia path: Which New Mexico company provides One Drive as a service ?,[ANS] >> dbp:foundation >> dbr:New_Mexico [SEP] [ANS] >> dbp:services >> dbr:OneDrive [SEP] [ANS] >> rdf:type >> dbo:Company
translate question to dbpedia path: What team has  players  born in Dominican Republic ?,[VAR1] >> dbo:team >> [ANS] [SEP] [VAR1] >> dbp:birthPlace >> dbr:Dominican_Republic
translate question to dbpedia path: Name the party of Indira Gandhi ?,dbr:Indira_Gandhi >> dbo:party >> [ANS]
"translate question to dbpedia path: Who was the opponent of Robert Carr, 1st Earl of Somerset ?","dbr:Robert_Carr,_1st_Earl_of_Somerset >> dbo:opponent >> [ANS]"
translate question to dbpedia path: What is the common country of Ganz UV and Balaton wine region ?,dbr:Balaton_wine_region >> dbo:location >> [ANS] [SEP] dbr:Ganz_UV >> dbo:operator >> [ANS]
translate question to dbpedia path: What is the mascot of Celal Bayar University ?,dbr:Celal_Bayar_University >> dbp:mascot >> [ANS]
translate question to dbpedia path: Whose resting place is William Henry Harrison Tomb State Memorial and has kids named John Scott Harrison?,[ANS] >> dbo:child >> dbr:John_Scott_Harrison [SEP] [ANS] >> dbp:restingplace >> dbr:William_Henry_Harrison_Tomb_State_Memorial
translate question to dbpedia path: Why did Letita McTavish Hargrave and Sextus Barbour die?,dbr:Letitia_MacTavish_Hargrave >> dbo:deathCause >> [ANS] [SEP] dbr:Sextus_Barbour >> dbp:deathCause >> [ANS]
translate question to dbpedia path: Name the constituency of Domenico Modugno ?,dbr:Domenico_Modugno >> dbp:constituency >> [ANS]
translate question to dbpedia path: Is michelangelo the painter of The Persian Boy?,ASK >> dbr:The_Persian_Boy >> dbo:illustrator >> dbr:Michelangelo
translate question to dbpedia path: Name the president whose had relatives in Clinton family and lieutenant named Joe Purcell?,[ANS] >> dbo:lieutenant >> dbr:Joe_Purcell [SEP] [ANS] >> dbo:relation >> dbr:Clinton_family [SEP] [ANS] >> rdf:type >> dbo:President
translate question to dbpedia path: What discipline was The Chess Monthly about ?,dbr:The_Chess_Monthly >> dbp:discipline >> [ANS]
translate question to dbpedia path: Which saints were the messengers of Islam?,[ANS] >> dbo:veneratedIn >> dbr:Islam [SEP] [ANS] >> rdf:type >> dbo:Saint
translate question to dbpedia path: tonle sap flows into which river?,[ANS] >> dbo:rightTributary >> dbr:Tonlé_Sap
translate question to dbpedia path: What awards were given to the producer of Chicken Little?,[VAR1] >> dbo:award >> [ANS] [SEP] dbr:Chicken_Little_(1943_film) >> dbo:producer >> [VAR1]
translate question to dbpedia path: Was GM first aired in Albania?,ASK >> dbr:Gümüş_(TV_series) >> dbp:firstAired >> dbr:Albania
translate question to dbpedia path: What water bodies have primary inflows sa Kemijoki?,[ANS] >> dbo:inflow >> dbr:Kemijoki
translate question to dbpedia path: Where was WiZeefa founded ?,dbr:WiZeefa >> dbp:foundation >> [ANS]
translate question to dbpedia path: Which educational institution of Jack Mcgregor is also the alma mater of Donn barber ?,dbr:Donn_Barber >> dbo:education >> [ANS] [SEP] dbr:Jack_McGregor >> dbo:education >> [ANS]
translate question to dbpedia path: Where is Richard Stites located ?,dbr:Richard_Stites >> dbo:birthPlace >> [ANS]
translate question to dbpedia path: was james watt a mechanical engineer?,ASK >> dbr:James_Watt >> dbo:field >> dbr:Mechanical_engineering
translate question to dbpedia path: Which drinks have emerged from the US?,[VAR1] >> dbo:origin >> dbr:United_States [SEP] [VAR1] >> dbp:locationCity >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Beverage
translate question to dbpedia path: Who composed the lyrics of Holler If Ya Hear Me ?,dbr:Holler_If_Ya_Hear_Me_(musical) >> dbp:lyrics >> [ANS]
translate question to dbpedia path: Is Bluebird the grandsire of Miss Potential?,ASK >> dbr:Miss_Potential >> dbo:grandsire >> dbr:Bluebird
translate question to dbpedia path: What is the headquarters of the public transit system which is the system of Bottineau LRT ?,[VAR1] >> dbp:headquarters >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:PublicTransitSystem [SEP] dbr:Bottineau_LRT >> dbp:system >> [VAR1]
translate question to dbpedia path: What units are garrisoned in the Pentagon?,[ANS] >> dbp:garrison >> dbr:The_Pentagon [SEP] [ANS] >> rdf:type >> dbo:MilitaryUnit
translate question to dbpedia path: What is the hometown of John Speraw ?,dbr:John_Speraw >> dbp:hometown >> [ANS]
translate question to dbpedia path: Count  the journals in the field of Philosophy.,COUNT >> [ANS] >> dbp:discipline >> dbr:Philosophy [SEP] [ANS] >> rdf:type >> dbo:AcademicJournal
translate question to dbpedia path: Which scientist advised a doctoral student named Erban Ieica?,[ANS] >> dbp:doctoralStudents >> dbr:Șerban_Țițeica [SEP] [ANS] >> rdf:type >> dbo:Scientist
translate question to dbpedia path: Where are the Dinamo Krasnodar players born?,[VAR1] >> dbo:club >> dbr:Dinamo_Krasnodar [SEP] [VAR1] >> dbp:placeOfBirth >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Athlete
"translate question to dbpedia path: What is the hometown of Nader Guirat, where Josef Johansson was born too?",dbr:Josef_Johansson >> dbp:birthPlace >> [ANS] [SEP] dbr:Nader_Guirat >> dbo:hometown >> [ANS]
"translate question to dbpedia path: How many major shrine are there, of the saints whose beatified by Pope Pius XI ?",COUNT >> [VAR1] >> dbo:majorShrine >> [ANS] [SEP] [VAR1] >> dbp:beatifiedBy >> dbr:Pope_Pius_XI
translate question to dbpedia path: Name the TV shows owned by divisions of CBS?,[ANS] >> dbp:company >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow [SEP] [VAR1] >> dbp:parent >> dbr:CBS
translate question to dbpedia path: What is the academic discipline of Journal of Cerebral Blood Flow & Metabolism ?,dbr:Journal_of_Cerebral_Blood_Flow_&_Metabolism >> dbo:academicDiscipline >> [ANS]
translate question to dbpedia path: What is the agency name of the Ministry of Information and Communication Technology (Thailand) and distribution region  of the Channel 9 MCOT HD ?,dbr:Channel_9_MCOT_HD >> dbp:city >> [ANS] [SEP] dbr:Ministry_of_Information_and_Communication_Technology_(Thailand) >> dbp:agencyName >> [ANS]
translate question to dbpedia path: Which gaming console's central processing unit is microprocessor and built by Sony?,[ANS] >> dbo:cpu >> dbr:Cell_(microprocessor) [SEP] [ANS] >> dbo:manufacturer >> dbr:Sony
translate question to dbpedia path: List the home stadiums of the teams in the Russian Premier League?,[VAR1] >> dbo:homeStadium >> [ANS] [SEP] [VAR1] >> dbp:league >> dbr:2011–12_Russian_Premier_League
translate question to dbpedia path: Give me an estimate number of races where horses grandsired by the Wild Risk have raced in?,COUNT >> [ANS] >> rdf:type >> dbo:HorseRace [SEP] [VAR1] >> dbo:grandsire >> dbr:Wild_Risk [SEP] [VAR1] >> dbp:race >> [ANS]
translate question to dbpedia path: Give me the list of people who scaled mountains in Sierra Nevada?,[VAR1] >> dbo:firstAscentPerson >> [ANS] [SEP] [VAR1] >> dbo:mountainRange >> dbr:Sierra_Nevada_(U.S.)
translate question to dbpedia path: What is the name of the movie whose director of photography was Jordan Cronenweth and music composer was Vangelis?,[ANS] >> dbo:musicComposer >> dbr:Vangelis [SEP] [ANS] >> dbp:cinematography >> dbr:Jordan_Cronenweth [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path: What are the common sports played by jamiatu Muslim mindanao and Polytechnic University of Philippines Taguig ?,dbr:Jamiatu_Muslim_Mindanao >> dbo:athletics >> [ANS] [SEP] dbr:Polytechnic_University_of_the_Philippines_Taguig >> dbo:sport >> [ANS]
translate question to dbpedia path: Count the different origins of members of the Vitis Vinifera species.,COUNT >> [ANS] >> rdf:type >> dbo:Place [SEP] [VAR1] >> dbo:origin >> [ANS] [SEP] [VAR1] >> dbo:species >> dbr:Vitis_vinifera
translate question to dbpedia path: What magazine published Allal and is the employer of Peter Bergman?,dbr:Allal >> dbo:publisher >> [ANS] [SEP] dbr:Peter_Bergman_(comedian) >> dbo:employer >> [ANS]
translate question to dbpedia path: Where were Justina Machado and John Englehard born?,dbr:John_Englehart >> dbo:birthPlace >> [ANS] [SEP] dbr:Justina_Machado >> dbp:birthPlace >> [ANS]
translate question to dbpedia path: Name the office holder who was married to Dolley Madison and has resting palce as Montpelier ?,"[ANS] >> dbp:restingplace >> dbr:Montpelier_(Orange,_Virginia) [SEP] [ANS] >> dbp:spouse >> dbr:Dolley_Madison [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder"
translate question to dbpedia path: Where was David Scherman trained ?,dbr:David_Scherman >> dbo:training >> [ANS]
translate question to dbpedia path: In which series has Sean Young portrayed someone?,[VAR1] >> dbo:portrayer >> dbr:Sean_Young [SEP] [VAR1] >> dbo:series >> [ANS]
"translate question to dbpedia path: List all the hubs of the airline whose one of the hub is Subang, Indonesia ?","[VAR1] >> dbp:hubs >> [ANS] [SEP] [VAR1] >> dbp:hubs >> dbr:Subang,_Indonesia [SEP] [VAR1] >> rdf:type >> dbo:Airline"
translate question to dbpedia path: Was the song The Boy is Mine recorded in Atlanta?,ASK >> dbr:The_Boy_Is_Mine_(song) >> dbp:recorded >> dbr:Atlanta
translate question to dbpedia path: Who is the president when Loretta Ucelli used to work for Democratic party?,dbr:Loretta_Ucelli >> dbo:president >> [ANS]
translate question to dbpedia path: Who wrote the play in which Blanche DuBois is a character?,[VAR1] >> dbp:characters >> dbr:Blanche_DuBois [SEP] [VAR1] >> dbp:writer >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Play
translate question to dbpedia path: Which district of Robert William Wilcox os the place of birth of Kamaloohua ?,dbr:Kamaloohua >> dbp:placeOfBirth >> [ANS] [SEP] dbr:Robert_William_Wilcox >> dbp:district >> [ANS]
translate question to dbpedia path: Where is the capital of Kelsey Creek located?,[VAR1] >> dbo:countySeat >> [ANS] [SEP] dbr:Kelsey_Creek >> dbo:region >> [VAR1]
"translate question to dbpedia path: What borders the valley which falls under Lake County, Oregon?","[VAR1] >> dbo:border >> [ANS] [SEP] [VAR1] >> dbo:municipality >> dbr:Lake_County,_Oregon [SEP] [VAR1] >> rdf:type >> dbo:Valley"
translate question to dbpedia path: What city is it where Wayne Allard governs and Juli Ashton was born?,dbr:Juli_Ashton >> dbo:birthPlace >> [ANS] [SEP] dbr:Wayne_Allard >> dbo:region >> [ANS]
translate question to dbpedia path: List the regions served by the company which serves in Pacific Ocean ?,[VAR1] >> dbo:regionServed >> [ANS] [SEP] [VAR1] >> dbo:regionServed >> dbr:Pacific_Ocean [SEP] [VAR1] >> rdf:type >> dbo:Company
translate question to dbpedia path: Which prime ministers were served by the governor who appointed Murray Gleeson?,[VAR1] >> dbo:primeMinister >> [ANS] [SEP] dbr:Murray_Gleeson >> dbo:appointer >> [VAR1]
translate question to dbpedia path: Name the fictional character painted by Josh Friedman and portrayed in Terminator Genisys ?,[ANS] >> dbo:creator >> dbr:Josh_Friedman [SEP] [ANS] >> dbo:portrayer >> dbr:Terminator_Genisys [SEP] [ANS] >> rdf:type >> dbo:FictionalCharacter
translate question to dbpedia path: What is the state of origin of the person who is the successor of Tetsugen Bernard Glassman?,[VAR1] >> dbo:stateOfOrigin >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Person [SEP] dbr:Tetsugen_Bernard_Glassman >> dbo:successor >> [VAR1]
"translate question to dbpedia path: What city in the US was Alfred Phillips born in, and is the resting place of William Smith?",dbr:Alfred_N._Phillips >> dbp:birthPlace >> [ANS] [SEP] dbr:William_H._Smith_(Connecticut) >> dbo:restingPlace >> [ANS]
translate question to dbpedia path: Give me the name of the organization hqed at  Chaeng Watthana Govt Complex?,[VAR1] >> dbo:headquarter >> dbr:Chaeng_Watthana_Government_Complex [SEP] [VAR1] >> dbp:agencyName >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Organisation
translate question to dbpedia path: Who is the writer of the singles whose producer is Peter-John Vettese?,[VAR1] >> dbo:writer >> [ANS] [SEP] [VAR1] >> dbp:producer >> dbr:Peter-John_Vettese [SEP] [VAR1] >> rdf:type >> dbo:Single
translate question to dbpedia path: Count the number of artist whose pone of the field is writing ?,COUNT >> [VAR1] >> dbo:field >> [ANS] [SEP] [VAR1] >> dbo:field >> dbr:Writing
translate question to dbpedia path: Which veterans served at CBS?,[ANS] >> dbo:occupation >> dbr:CBS
translate question to dbpedia path: What are some shareholders of the bridge maintained by the Massachusetts department of transportation?,[VAR1] >> dbo:maintainedBy >> dbr:Massachusetts_Department_of_Transportation [SEP] [VAR1] >> dbp:owner >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Bridge
translate question to dbpedia path: Name the team for which Cam Plante played for which were also the tenants of MasterCard center ?,dbr:Cam_Plante >> dbp:playedFor >> [ANS] [SEP] dbr:MasterCard_Centre >> dbp:tenants >> [ANS]
translate question to dbpedia path: City of Miami Cemetery is the governing body of which city?,dbr:City_of_Miami_Cemetery >> dbp:governingBody >> [ANS]
translate question to dbpedia path: List the movies whose editors are born in London.,[ANS] >> dbo:editing >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbp:placeOfBirth >> dbr:London
translate question to dbpedia path: Does Shaun Thong a member of Audi?,ASK >> dbr:Shaun_Thong >> dbp:currentTeam >> dbr:Audi
translate question to dbpedia path: Is the chestnut white bellied rat a mammal?,ASK >> dbr:Chestnut_white-bellied_rat >> dbo:class >> dbr:Mammal
translate question to dbpedia path: Who attended Great Ayton university?,[ANS] >> dbo:education >> dbr:Great_Ayton
translate question to dbpedia path: Where was Babita born ?,dbr:Babita >> dbp:birthplace >> [ANS]
translate question to dbpedia path: What is the city whose mayor is Giorgos Kaminis?,[ANS] >> dbp:mayor >> dbr:Giorgos_Kaminis [SEP] [ANS] >> rdf:type >> dbo:AdministrativeRegion
