input_text,target_text
"translate question to dbpedia path | Entities possibly involved: dbr:Harris_County,_Texas | Question: Which company is located in Harris County, Texas?","[ANS] >> dbo:locationCity >> dbr:Harris_County,_Texas [SEP] [ANS] >> rdf:type >> dbo:Company"
"translate question to dbpedia path | Entities possibly involved: dbr:Airtours_International_Airways, dbr:North_America | Question: Is north america one of the destinations of airtours airways?",ASK >> dbr:Airtours_International_Airways >> dbo:destination >> dbr:North_America
"translate question to dbpedia path | Entities possibly involved: dbr:Aishath_Saffa, dbr:South_Asia_Subregional_Economic_Cooperation | Question: Which memeber of South Asia SubRegional Economic cooperation is also the nationality of Aishath saffa ?",dbr:Aishath_Saffa >> dbp:nationality >> [ANS] [SEP] dbr:South_Asia_Subregional_Economic_Cooperation >> dbp:membership >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Latvian_Wikipedia, dbr:Jimmy_Wales | Question: Which board memeber of jimmy Wales also owns Latvian Wikipedia ?",dbr:Jimmy_Wales >> dbo:board >> [ANS] [SEP] dbr:Latvian_Wikipedia >> dbo:owner >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Bruce_Bochy | Question: Which baseball team is managed by Bruce Bochy?,[ANS] >> dbo:manager >> dbr:Bruce_Bochy [SEP] [ANS] >> rdf:type >> dbo:BaseballTeam
"translate question to dbpedia path | Entities possibly involved: dbr:Sheldon_Harnick | Question: What are the musicals based on, whose lyricist was Shelon Harnick?",[VAR1] >> dbo:basedOn >> [ANS] [SEP] [VAR1] >> dbp:lyrics >> dbr:Sheldon_Harnick [SEP] [VAR1] >> rdf:type >> dbo:Musical
translate question to dbpedia path | Entities possibly involved: dbr:Mama_Makes_Three | Question: Who has given guest appearances on the TV Episodes whose was music done by Mama Makes 3?,[VAR1] >> dbp:guests >> [ANS] [SEP] [VAR1] >> dbp:music >> dbr:Mama_Makes_Three [SEP] [VAR1] >> rdf:type >> dbo:TelevisionEpisode
"translate question to dbpedia path | Entities possibly involved: dbr:Doctor_Who:_The_Mazes_of_Time, dbr:BBC_Multimedia | Question: What series is Mazes of Time from, and is produced by BBC multimedia?",dbr:BBC_Multimedia >> dbo:product >> [ANS] [SEP] dbr:Doctor_Who:_The_Mazes_of_Time >> dbo:series >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Arlington_National_Cemetery, dbr:Audie_Murphy | Question: Is Audie Murphy buried in the Arlington national cementery?",ASK >> dbr:Audie_Murphy >> dbp:placeofburial >> dbr:Arlington_National_Cemetery
translate question to dbpedia path | Entities possibly involved: dbr:National_Collegiate_Athletic_Association | Question: What are the universities where athletics is regulated by National Collegiate Athletic Association?,[ANS] >> dbo:athletics >> dbr:National_Collegiate_Athletic_Association [SEP] [ANS] >> rdf:type >> dbo:University
"translate question to dbpedia path | Entities possibly involved: dbr:Alta_Mesa_Memorial_Park, dbr:Henry_E._Catto,_Jr. | Question: Which  office holder's resting place is Alta Mesa Memorial Park and Henry E. Catto, Jr. as predecessor ?","[ANS] >> dbp:predecessor >> dbr:Henry_E._Catto,_Jr. [SEP] [ANS] >> dbp:restingPlace >> dbr:Alta_Mesa_Memorial_Park [SEP] [ANS] >> rdf:type >> dbo:OfficeHolder"
"translate question to dbpedia path | Entities possibly involved: dbr:NBC, dbr:Frasier | Question: Name the TV show whose network is NBC and is the subsequent work of Fraiser ?",[ANS] >> dbo:network >> dbr:NBC [SEP] [ANS] >> dbo:subsequentWork >> dbr:Frasier [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path | Entities possibly involved: dbr:Chip_Kelly | Question: How many had their debut team coached by Chip Kelly?,COUNT >> [ANS] >> dbo:debutTeam >> [VAR1] [SEP] [VAR1] >> dbp:coach >> dbr:Chip_Kelly
translate question to dbpedia path | Entities possibly involved: dbr:Karl_Ewald_Hasse | Question: Who is the scientist whose academic advisor was Karl Ewald Hasse?,[ANS] >> dbo:academicAdvisor >> dbr:Karl_Ewald_Hasse [SEP] [ANS] >> rdf:type >> dbo:Scientist
translate question to dbpedia path | Entities possibly involved: dbr:Malaysian_Highway_Authority | Question: Malaysian highway authority has designed bridges over what things?,[VAR1] >> dbp:crosses >> [ANS] [SEP] [VAR1] >> dbp:designer >> dbr:Malaysian_Highway_Authority [SEP] [VAR1] >> rdf:type >> dbo:Bridge
"translate question to dbpedia path | Entities possibly involved: dbr:Harry_Connick,_Jr. | Question: Which labels have published songs written by Harry Connick Jr?","[VAR1] >> dbo:writer >> dbr:Harry_Connick,_Jr. [SEP] [VAR1] >> dbp:label >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Song"
translate question to dbpedia path | Entities possibly involved: dbr:SAGE_Publications | Question: List the academic discipline of the journals whose publisher is SAGE Publications.,[VAR1] >> dbo:academicDiscipline >> [ANS] [SEP] [VAR1] >> dbp:publisher >> dbr:SAGE_Publications [SEP] [VAR1] >> rdf:type >> dbo:AcademicJournal
translate question to dbpedia path | Entities possibly involved: dbr:Kumta | Question: What is the government type of Kumta ?,dbr:Kumta >> dbp:governmentType >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Wringer_(novel), dbr:Maniac_Magee | Question: whose is famous works are Maniac Magee and Wringer ?",[ANS] >> dbp:notableworks >> dbr:Maniac_Magee [SEP] [ANS] >> dbp:notableworks >> dbr:Wringer_(novel)
translate question to dbpedia path | Entities possibly involved: dbr:PC-9800_Series | Question: what kind of games can I find for PC 9800?,[VAR1] >> dbo:computingPlatform >> dbr:PC-9800_Series [SEP] [VAR1] >> dbp:genre >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:VideoGame
"translate question to dbpedia path | Entities possibly involved: dbr:Coalition_Provisional_Authority | Question: After the death of which political figure, did the Coalition Provisional Authority came into power?",[ANS] >> dbp:successor >> dbr:Coalition_Provisional_Authority
translate question to dbpedia path | Entities possibly involved: dbr:Alabama | Question: Who owns the radio stations in Alabama?,[VAR1] >> dbo:city >> dbr:Alabama [SEP] [VAR1] >> dbo:owner >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:RadioStation
"translate question to dbpedia path | Entities possibly involved: dbr:Stanley_Kubrick, dbr:Anthony_Harvey | Question: Name the movie whose director is Stanley Kubrick and editor is Anthony Harvey?",[ANS] >> dbo:director >> dbr:Stanley_Kubrick [SEP] [ANS] >> dbo:editing >> dbr:Anthony_Harvey [SEP] [ANS] >> rdf:type >> dbo:Film
translate question to dbpedia path | Entities possibly involved: dbr:Ekstraliga_(speedway) | Question: what are the nicknames of the people who are in Ekstraliga?,[VAR1] >> dbp:league >> dbr:Ekstraliga_(speedway) [SEP] [VAR1] >> dbp:nickname >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Sissela_Bok | Question: List the alma mater of the person who is wedded to Sissela Bok.,[VAR1] >> dbo:spouse >> dbr:Sissela_Bok [SEP] [VAR1] >> dbp:almaMater >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Bangladesh | Question: List all the members of the organization whose one of the members is Bangladesh ?,[VAR1] >> dbp:membership >> [ANS] [SEP] [VAR1] >> dbp:membership >> dbr:Bangladesh [SEP] [VAR1] >> rdf:type >> dbo:Organisation
translate question to dbpedia path | Entities possibly involved: dbr:Fr._Almeida | Question: Which sports are played in schools founded by Fr Almeida?,[VAR1] >> dbo:sport >> [ANS] [SEP] [VAR1] >> dbp:founder >> dbr:Fr._Almeida [SEP] [VAR1] >> rdf:type >> dbo:School
translate question to dbpedia path | Entities possibly involved: dbr:Foundation_for_Economic_Education | Question: What is the nationality of the economist who is one of the important people in the Foundation for Economic Education?,[VAR1] >> dbo:nationality >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Economist [SEP] dbr:Foundation_for_Economic_Education >> dbo:keyPerson >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Cerebral_blood_flow | Question: List all discipline of the journals whose one of the discipline is Cerebral blood flow ?,[VAR1] >> dbo:academicDiscipline >> [ANS] [SEP] [VAR1] >> dbo:academicDiscipline >> dbr:Cerebral_blood_flow [SEP] [VAR1] >> rdf:type >> dbo:AcademicJournal
"translate question to dbpedia path | Entities possibly involved: dbr:Jerry_Tagge, dbr:Tennie_and_Laura_(schooner) | Question: Which high school of jerry Tagge is also the nearest city of Tennie laura ?",dbr:Jerry_Tagge >> dbp:highSchool >> [ANS] [SEP] dbr:Tennie_and_Laura_(schooner) >> dbp:nearestCity >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Starwood_Hotels_and_Resorts_Worldwide | Question: In how many different places do Starwood hotels and resorts worldwide operate?,COUNT >> [VAR1] >> dbp:address >> [ANS] [SEP] [VAR1] >> dbp:operator >> dbr:Starwood_Hotels_and_Resorts_Worldwide
"translate question to dbpedia path | Entities possibly involved: dbr:Jamiatu_Muslim_Mindanao, dbr:Fritz_Chess | Question: Which athletics of Jaimatu Muslim Mindano is same as the genre of the Fritz Chess ?",dbr:Fritz_Chess >> dbo:genre >> [ANS] [SEP] dbr:Jamiatu_Muslim_Mindanao >> dbo:athletics >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Utopian_and_dystopian_fiction | Question: How many utopian and dystopian fiction books are there?,COUNT >> [ANS] >> dbo:literaryGenre >> dbr:Utopian_and_dystopian_fiction
"translate question to dbpedia path | Entities possibly involved: dbr:Anthrax, dbr:Karl_Ewald_Hasse | Question: Which scientist is known for anthrax and has Karl Ewald Hasse as his academic advisor ?",[ANS] >> dbo:academicAdvisor >> dbr:Karl_Ewald_Hasse [SEP] [ANS] >> dbo:knownFor >> dbr:Anthrax [SEP] [ANS] >> rdf:type >> dbo:Scientist
translate question to dbpedia path | Entities possibly involved: dbr:Richard_Winn | Question: Who appointed the governor under whom Richard Winn works?,[VAR1] >> dbp:appointer >> [ANS] [SEP] [VAR1] >> dbp:lieutenant >> dbr:Richard_Winn [SEP] [VAR1] >> rdf:type >> dbo:Governor
translate question to dbpedia path | Entities possibly involved: dbr:Vietnam_Airlines | Question: Where is Vietnam Airlines located ?,dbr:Vietnam_Airlines >> dbo:location >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:T.I._Ahmadiyya_Senior_High_School,_Kumasi, dbr:INKAS | Question: Which location of  INKAS is also the location of  T.I. Ahmadiyya Senior High School, Kumasi ?","dbr:INKAS >> dbp:locations >> [ANS] [SEP] dbr:T.I._Ahmadiyya_Senior_High_School,_Kumasi >> dbo:denomination >> [ANS]"
"translate question to dbpedia path | Entities possibly involved: dbr:Playtone, dbr:Stephen_E._Ambrose | Question: Which TV show's company is PlayTone and is produced by Stephen E. Ambrose ?",[ANS] >> dbp:company >> dbr:Playtone [SEP] [ANS] >> dbp:producer >> dbr:Stephen_E._Ambrose [SEP] [ANS] >> rdf:type >> dbo:TelevisionShow
translate question to dbpedia path | Entities possibly involved: dbr:North–South_Transport_Corridor | Question: What is the route end of NorthSouth Transport Corridor ?,dbr:North–South_Transport_Corridor >> dbo:routeEnd >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Philip_Webb | Question: List the architect of the buildings whose one of the  architect is Philip Webb?,[VAR1] >> dbp:architect >> [ANS] [SEP] [VAR1] >> dbp:architect >> dbr:Philip_Webb [SEP] [VAR1] >> rdf:type >> dbo:Building
translate question to dbpedia path | Entities possibly involved: dbr:Alpine_skiing_at_the_1972_Winter_Olympics_–_Women's_downhill | Question: What is the residence of the bronze medalist of Alpine skiing at the women's downhill competition at the 1972 Winter Olympics?,[VAR1] >> dbp:birthPlace >> [ANS] [SEP] dbr:Alpine_skiing_at_the_1972_Winter_Olympics_–_Women's_downhill >> dbo:bronzeMedalist >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Jeep_Forward_Control | Question: Who is the manufacturer of engine of Jeep Forward Control ?,[VAR1] >> dbo:manufacturer >> [ANS] [SEP] dbr:Jeep_Forward_Control >> dbp:engine >> [VAR1]
"translate question to dbpedia path | Entities possibly involved: dbr:Microsoft_Visual_Studio, dbr:New_Mexico | Question: Which company founded in New Mexico manufactures Visual Studio ?",[ANS] >> dbp:foundation >> dbr:New_Mexico [SEP] [ANS] >> dbp:products >> dbr:Microsoft_Visual_Studio [SEP] [ANS] >> rdf:type >> dbo:Company
"translate question to dbpedia path | Entities possibly involved: dbr:Islam, dbr:Mazhar_Ul_Haq_High_School,_Beerwah | Question: Mazhar Ul Haq High School, Beerwah is affiliated to Islamic Religion","ASK >> dbr:Mazhar_Ul_Haq_High_School,_Beerwah >> dbp:religiousAffiliation >> dbr:Islam"
translate question to dbpedia path | Entities possibly involved: dbr:Supachai_Somcharoen | Question: Which government agency is run by Supachai Somcharoen?,[VAR1] >> dbo:leader >> dbr:Supachai_Somcharoen [SEP] [VAR1] >> dbp:agencyName >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:GovernmentAgency
"translate question to dbpedia path | Entities possibly involved: dbr:Ivanpah_Solar_Power_Facility, dbr:Dart_(programming_language) | Question: What is the owner of Ivanpah Solar Power Facility and the original developer of Dart?",dbr:Dart_(programming_language) >> dbo:developer >> [ANS] [SEP] dbr:Ivanpah_Solar_Power_Facility >> dbo:owner >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Agaricus_bisporus | Question: Find the total number of  ingredient of the recepies whose ingredient is common Mushroom ?,COUNT >> [VAR1] >> dbo:ingredient >> [ANS] [SEP] [VAR1] >> dbo:ingredient >> dbr:Agaricus_bisporus
translate question to dbpedia path | Entities possibly involved: dbr:SummerSlam_(2004) | Question: List all the tenants of the stadium where the WWF Summer Slam 2004 took place.,[VAR1] >> dbo:tenant >> [ANS] [SEP] dbr:SummerSlam_(2004) >> dbp:venue >> [VAR1]
translate question to dbpedia path | Entities possibly involved: dbr:Sea_Gayle_Music | Question: Who were the founders of Sea Gayle Music?,dbr:Sea_Gayle_Music >> dbp:founder >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Malaysian_Chinese_Association | Question: What religion's politicians are in the Malaysian Chinese association?,[VAR1] >> dbo:party >> dbr:Malaysian_Chinese_Association [SEP] [VAR1] >> dbo:religion >> [ANS] [SEP] [VAR1] >> rdf:type >> dbo:Politician
translate question to dbpedia path | Entities possibly involved: dbr:Dolores_del_Río | Question: How many movies are directed by the spouse of Dolores del Ro?,COUNT >> [ANS] >> dbp:director >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:Film [SEP] [VAR1] >> dbp:partner >> dbr:Dolores_del_Río
"translate question to dbpedia path | Entities possibly involved: dbr:Harold_Lloyd, dbr:Brian_Deegan_(rider) | Question: Which US state gave  us Brian Deegan and Harold Lyold?",dbr:Brian_Deegan_(rider) >> dbp:birthPlace >> [ANS] [SEP] dbr:Harold_Lloyd >> dbp:birthPlace >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Texarkana,_Texas | Question: What are some bands out to texarkana?","[ANS] >> dbp:origin >> dbr:Texarkana,_Texas [SEP] [ANS] >> rdf:type >> dbo:Band"
translate question to dbpedia path | Entities possibly involved: dbr:John_Tower | Question: What is the military branch of John Tower ?,dbr:John_Tower >> dbo:militaryBranch >> [ANS]
"translate question to dbpedia path | Entities possibly involved: dbr:Upper_Neretva, dbr:Gümüş_(TV_series) | Question: In which country was GM was firt aired which is also the mouth country of Upper Neretva?",dbr:Gümüş_(TV_series) >> dbp:firstAired >> [ANS] [SEP] dbr:Upper_Neretva >> dbo:mouthCountry >> [ANS]
translate question to dbpedia path | Entities possibly involved: dbr:Taiwan | Question: How many information appliance are manufactured by companies located in Taiwan?,COUNT >> [ANS] >> dbo:manufacturer >> [VAR1] [SEP] [ANS] >> rdf:type >> dbo:InformationAppliance [SEP] [VAR1] >> dbp:locationCity >> dbr:Taiwan
translate question to dbpedia path | Entities possibly involved: dbr:England_national_football_team | Question: How many people are in the England national football team?,COUNT >> [ANS] >> dbp:nationalteam >> dbr:England_national_football_team
